"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"8/8/2021  20:25:00,000","  2169900000","-113,5","   5,0","-132,7","-104,9","120",
"8/8/2021  20:25:00,000","  2170000000","-113,3","   5,1","-131,3","-104,5","120",
"8/8/2021  20:30:00,000","  2110000000","-113,0","   4,5","-123,4","-105,4","101",
"8/8/2021  20:30:00,000","  2110100000","-113,8","   5,6","-134,3","-102,8","101",
"8/8/2021  20:30:00,000","  2110200000","-114,1","   5,9","-131,0","-103,9","101",
"8/8/2021  20:30:00,000","  2110300000","-114,1","   5,5","-140,7","-104,8","101",
"8/8/2021  20:30:00,000","  2110400000","-115,3","   6,1","-134,5","-106,9","101",
"8/8/2021  20:30:00,000","  2110500000","-114,7","   5,7","-137,7","-104,6","101",
"8/8/2021  20:30:00,000","  2110600000","-113,7","   5,5","-136,0","-105,8","101",
"8/8/2021  20:30:00,000","  2110700000","-113,8","   5,3","-131,2","-104,1","101",
"8/8/2021  20:30:00,000","  2110800000","-114,0","   6,5","-143,5","-102,3","101",
"8/8/2021  20:30:00,000","  2110900000","-113,8","   5,6","-131,0","-105,0","101",
"8/8/2021  20:30:00,000","  2111000000","-113,1","   6,1","-143,9","-104,9","101",
"8/8/2021  20:30:00,000","  2111100000","-113,1","   6,0","-135,0","-103,1","101",
"8/8/2021  20:30:00,000","  2111200000","-113,8","   5,7","-130,6","-104,2","101",
"8/8/2021  20:30:00,000","  2111300000","-113,4","   5,2","-127,6","-104,4","101",
"8/8/2021  20:30:00,000","  2111400000","-113,5","   5,2","-137,5","-103,8","101",
"8/8/2021  20:30:00,000","  2111500000","-113,1","   4,7","-132,1","-103,1","101",
"8/8/2021  20:30:00,000","  2111600000","-113,9","   5,7","-131,5","-105,0","101",
"8/8/2021  20:30:00,000","  2111700000","-114,2","   5,8","-139,4","-105,1","101",
"8/8/2021  20:30:00,000","  2111800000","-113,5","   4,6","-126,9","-104,6","101",
"8/8/2021  20:30:00,000","  2111900000","-113,7","   5,7","-142,3","-104,2","101",
"8/8/2021  20:30:00,000","  2112000000","-114,0","   5,7","-141,1","-104,8","101",
"8/8/2021  20:30:00,000","  2112100000","-114,0","   5,5","-132,6","-104,9","101",
"8/8/2021  20:30:00,000","  2112200000","-113,1","   5,3","-131,2","-103,2","101",
"8/8/2021  20:30:00,000","  2112300000","-113,2","   5,4","-128,7","-104,4","101",
"8/8/2021  20:30:00,000","  2112400000","-113,8","   5,5","-134,5","-103,8","101",
"8/8/2021  20:30:00,000","  2112500000","-113,9","   5,7","-136,1","-104,1","101",
"8/8/2021  20:30:00,000","  2112600000","-113,5","   5,7","-137,3","-104,0","101",
"8/8/2021  20:30:00,000","  2112700000","-112,7","   5,2","-132,5","-102,8","101",
"8/8/2021  20:30:00,000","  2112800000","-113,5","   5,6","-131,5","-103,8","101",
"8/8/2021  20:30:00,000","  2112900000","-112,6","   4,9","-125,9","-105,0","101",
"8/8/2021  20:30:00,000","  2113000000","-113,2","   6,2","-137,0","-103,9","101",
"8/8/2021  20:30:00,000","  2113100000","-113,2","   5,4","-130,3","-104,8","101",
"8/8/2021  20:30:00,000","  2113200000","-112,5","   4,7","-128,6","-104,3","101",
"8/8/2021  20:30:00,000","  2113300000","-112,7","   4,6","-126,9","-103,2","101",
"8/8/2021  20:30:00,000","  2113400000","-113,5","   5,6","-137,5","-103,5","101",
"8/8/2021  20:30:00,000","  2113500000","-113,3","   5,7","-139,1","-104,0","101",
"8/8/2021  20:30:00,000","  2113600000","-112,5","   6,1","-146,9","-103,4","101",
"8/8/2021  20:30:00,000","  2113700000","-111,9","   4,9","-125,7","-103,2","101",
"8/8/2021  20:30:00,000","  2113800000","-112,1","   4,5","-126,8","-103,5","101",
"8/8/2021  20:30:00,000","  2113900000","-113,8","   6,8","-144,8","-101,2","101",
"8/8/2021  20:30:00,000","  2114000000","-113,3","   6,2","-139,3","-103,1","101",
"8/8/2021  20:30:00,000","  2114100000","-113,5","   5,2","-125,7","-102,7","101",
"8/8/2021  20:30:00,000","  2114200000","-113,6","   5,4","-133,7","-103,2","101",
"8/8/2021  20:30:00,000","  2114300000","-112,9","   5,1","-128,2","-103,4","101",
"8/8/2021  20:30:00,000","  2114400000","-112,8","   5,5","-133,4","-103,7","101",
"8/8/2021  20:30:00,000","  2114500000","-113,7","   6,4","-138,2","-101,6","101",
"8/8/2021  20:30:00,000","  2114600000","-113,7","   6,1","-135,9","-104,0","101",
"8/8/2021  20:30:00,000","  2114700000","-112,9","   5,7","-139,1","-104,7","101",
"8/8/2021  20:30:00,000","  2114800000","-112,8","   5,5","-130,8","-103,8","101",
"8/8/2021  20:30:00,000","  2114900000","-114,1","   6,2","-135,1","-104,8","101",
"8/8/2021  20:30:00,000","  2115000000","-114,2","   7,2","-154,0","-105,0","101",
"8/8/2021  20:30:00,000","  2115100000","-112,0","   5,8","-129,2","-103,4","101",
"8/8/2021  20:30:00,000","  2115200000","-109,2","   6,0","-140,4","-100,2","101",
"8/8/2021  20:30:00,000","  2115300000","-106,8","   5,5","-131,2"," -98,0","101",
"8/8/2021  20:30:00,000","  2115400000","-104,7","   5,4","-118,2"," -94,6","101",
"8/8/2021  20:30:00,000","  2115500000","-104,0","   5,8","-124,8"," -94,4","101",
"8/8/2021  20:30:00,000","  2115600000","-103,2","   4,6","-113,3"," -92,5","101",
"8/8/2021  20:30:00,000","  2115700000","-102,6","   6,0","-119,4"," -90,8","101",
"8/8/2021  20:30:00,000","  2115800000","-102,3","   6,0","-118,5"," -91,3","101",
"8/8/2021  20:30:00,000","  2115900000","-102,5","   5,5","-117,8"," -91,9","101",
"8/8/2021  20:30:00,000","  2116000000","-103,2","   7,4","-128,4"," -91,0","101",
"8/8/2021  20:30:00,000","  2116100000","-102,8","   6,9","-130,2"," -91,7","101",
"8/8/2021  20:30:00,000","  2116200000","-102,8","   6,2","-120,4"," -90,8","101",
"8/8/2021  20:30:00,000","  2116300000","-102,2","   5,1","-117,0"," -93,1","101",
"8/8/2021  20:30:00,000","  2116400000","-103,3","   6,0","-128,9"," -92,7","101",
"8/8/2021  20:30:00,000","  2116500000","-102,7","   5,7","-121,7"," -90,2","101",
"8/8/2021  20:30:00,000","  2116600000","-102,9","   7,0","-121,0"," -90,9","101",
"8/8/2021  20:30:00,000","  2116700000","-101,9","   5,9","-119,6"," -91,4","101",
"8/8/2021  20:30:00,000","  2116800000","-102,6","   6,1","-124,9"," -92,0","101",
"8/8/2021  20:30:00,000","  2116900000","-103,1","   6,1","-126,6"," -92,8","101",
"8/8/2021  20:30:00,000","  2117000000","-102,7","   7,0","-129,8"," -92,7","101",
"8/8/2021  20:30:00,000","  2117100000","-101,8","   5,6","-116,2"," -91,9","101",
"8/8/2021  20:30:00,000","  2117200000","-102,4","   5,7","-119,2"," -90,8","101",
"8/8/2021  20:30:00,000","  2117300000","-102,8","   6,2","-127,4"," -89,6","101",
"8/8/2021  20:30:00,000","  2117400000","-103,4","   6,8","-130,2"," -89,4","101",
"8/8/2021  20:30:00,000","  2117500000","-103,6","   6,9","-125,8"," -92,2","101",
"8/8/2021  20:30:00,000","  2117600000","-102,3","   6,2","-124,9"," -90,6","101",
"8/8/2021  20:30:00,000","  2117700000","-102,2","   6,0","-120,1"," -90,1","101",
"8/8/2021  20:30:00,000","  2117800000","-102,3","   6,0","-118,7"," -89,4","101",
"8/8/2021  20:30:00,000","  2117900000","-101,8","   5,8","-119,2"," -89,4","101",
"8/8/2021  20:30:00,000","  2118000000","-101,7","   5,4","-116,5"," -91,4","101",
"8/8/2021  20:30:00,000","  2118100000","-101,9","   6,4","-120,6"," -88,9","101",
"8/8/2021  20:30:00,000","  2118200000","-101,2","   5,8","-118,5"," -87,4","101",
"8/8/2021  20:30:00,000","  2118300000","-100,8","   5,8","-120,3"," -86,9","101",
"8/8/2021  20:30:00,000","  2118400000","-100,8","   5,9","-120,5"," -86,6","101",
"8/8/2021  20:30:00,000","  2118500000","-101,5","   6,8","-138,3"," -90,5","101",
"8/8/2021  20:30:00,000","  2118600000","-101,6","   5,8","-115,3"," -91,0","101",
"8/8/2021  20:30:00,000","  2118700000","-102,4","   6,2","-122,8"," -92,5","101",
"8/8/2021  20:30:00,000","  2118800000","-102,4","   6,0","-119,4"," -92,4","101",
"8/8/2021  20:30:00,000","  2118900000","-103,0","   6,2","-123,7"," -93,3","101",
"8/8/2021  20:30:00,000","  2119000000","-103,0","   6,1","-125,2"," -91,7","101",
"8/8/2021  20:30:00,000","  2119100000","-102,7","   5,6","-118,4"," -92,4","101",
"8/8/2021  20:30:00,000","  2119200000","-103,8","   5,0","-121,7"," -93,6","101",
"8/8/2021  20:30:00,000","  2119300000","-104,8","   5,8","-125,0"," -95,0","101",
"8/8/2021  20:30:00,000","  2119400000","-106,2","   6,0","-123,2"," -94,7","101",
"8/8/2021  20:30:00,000","  2119500000","-107,3","   5,7","-131,9"," -97,7","101",
"8/8/2021  20:30:00,000","  2119600000","-109,3","   4,7","-122,9","-100,4","101",
"8/8/2021  20:30:00,000","  2119700000","-112,5","   5,5","-129,5","-101,5","101",
"8/8/2021  20:30:00,000","  2119800000","-112,9","   5,4","-129,2","-101,4","101",
"8/8/2021  20:30:00,000","  2119900000","-111,6","   4,6","-126,7","-102,1","101",
"8/8/2021  20:30:00,000","  2120000000","-111,8","   6,1","-134,9","-104,1","101",
"8/8/2021  20:30:00,000","  2120100000","-109,7","   5,1","-123,4"," -99,0","101",
"8/8/2021  20:30:00,000","  2120200000","-106,0","   5,1","-124,6"," -95,6","101",
"8/8/2021  20:30:00,000","  2120300000","-102,3","   5,6","-128,4"," -91,9","101",
"8/8/2021  20:30:00,000","  2120400000","-100,3","   5,4","-113,8"," -88,5","101",
"8/8/2021  20:30:00,000","  2120500000"," -98,9","   5,7","-121,1"," -87,1","101",
"8/8/2021  20:30:00,000","  2120600000"," -97,4","   5,9","-118,2"," -85,8","101",
"8/8/2021  20:30:00,000","  2120700000"," -96,5","   6,5","-118,4"," -86,2","101",
"8/8/2021  20:30:00,000","  2120800000"," -96,8","   6,5","-119,2"," -85,9","101",
"8/8/2021  20:30:00,000","  2120900000"," -96,7","   5,6","-114,6"," -87,3","101",
"8/8/2021  20:30:00,000","  2121000000"," -96,0","   5,9","-117,3"," -85,9","101",
"8/8/2021  20:30:00,000","  2121100000"," -94,4","   5,2","-110,0"," -84,0","101",
"8/8/2021  20:30:00,000","  2121200000"," -95,6","   5,0","-108,6"," -83,7","101",
"8/8/2021  20:30:00,000","  2121300000"," -97,2","   6,8","-120,8"," -85,5","101",
"8/8/2021  20:30:00,000","  2121400000"," -95,4","   6,1","-114,4"," -85,7","101",
"8/8/2021  20:30:00,000","  2121500000"," -94,7","   5,9","-114,0"," -85,6","101",
"8/8/2021  20:30:00,000","  2121600000"," -96,7","   6,9","-122,8"," -85,9","101",
"8/8/2021  20:30:00,000","  2121700000"," -97,3","   5,2","-116,3"," -88,2","101",
"8/8/2021  20:30:00,000","  2121800000"," -97,6","   6,0","-125,7"," -87,5","101",
"8/8/2021  20:30:00,000","  2121900000"," -96,8","   4,2","-109,2"," -87,4","101",
"8/8/2021  20:30:00,000","  2122000000"," -97,5","   5,7","-112,3"," -87,5","101",
"8/8/2021  20:30:00,000","  2122100000"," -97,5","   5,1","-111,5"," -87,8","101",
"8/8/2021  20:30:00,000","  2122200000"," -97,4","   4,8","-113,1"," -88,5","101",
"8/8/2021  20:30:00,000","  2122300000"," -98,1","   5,3","-113,6"," -87,5","101",
"8/8/2021  20:30:00,000","  2122400000"," -97,9","   5,7","-115,9"," -88,3","101",
"8/8/2021  20:30:00,000","  2122500000"," -97,8","   5,9","-117,4"," -88,2","101",
"8/8/2021  20:30:00,000","  2122600000"," -97,4","   5,5","-113,6"," -87,0","101",
"8/8/2021  20:30:00,000","  2122700000"," -97,9","   6,1","-119,9"," -88,8","101",
"8/8/2021  20:30:00,000","  2122800000"," -98,7","   6,7","-122,5"," -87,5","101",
"8/8/2021  20:30:00,000","  2122900000"," -97,5","   6,0","-113,8"," -88,1","101",
"8/8/2021  20:30:00,000","  2123000000"," -97,6","   5,6","-116,6"," -87,5","101",
"8/8/2021  20:30:00,000","  2123100000"," -98,1","   6,2","-122,3"," -84,7","101",
"8/8/2021  20:30:00,000","  2123200000"," -98,1","   6,1","-122,3"," -88,5","101",
"8/8/2021  20:30:00,000","  2123300000"," -98,1","   6,1","-114,4"," -85,5","101",
"8/8/2021  20:30:00,000","  2123400000"," -97,5","   6,5","-118,9"," -84,9","101",
"8/8/2021  20:30:00,000","  2123500000"," -97,5","   6,1","-115,3"," -87,5","101",
"8/8/2021  20:30:00,000","  2123600000"," -97,8","   5,9","-113,1"," -87,9","101",
"8/8/2021  20:30:00,000","  2123700000"," -98,0","   5,9","-118,0"," -86,9","101",
"8/8/2021  20:30:00,000","  2123800000"," -98,0","   6,3","-115,7"," -87,1","101",
"8/8/2021  20:30:00,000","  2123900000"," -97,7","   5,9","-116,9"," -85,0","101",
"8/8/2021  20:30:00,000","  2124000000"," -97,1","   5,2","-114,8"," -86,4","101",
"8/8/2021  20:30:00,000","  2124100000"," -98,2","   5,6","-114,4"," -87,5","101",
"8/8/2021  20:30:00,000","  2124200000"," -99,4","   5,8","-112,2"," -86,3","101",
"8/8/2021  20:30:00,000","  2124300000","-100,4","   5,6","-115,7"," -89,3","101",
"8/8/2021  20:30:00,000","  2124400000","-101,7","   4,9","-120,3"," -91,1","101",
"8/8/2021  20:30:00,000","  2124500000","-104,5","   6,0","-133,1"," -93,8","101",
"8/8/2021  20:30:00,000","  2124600000","-107,3","   5,4","-128,0"," -95,6","101",
"8/8/2021  20:30:00,000","  2124700000","-110,4","   5,1","-124,4"," -99,9","101",
"8/8/2021  20:30:00,000","  2124800000","-112,3","   5,5","-132,5","-100,0","101",
"8/8/2021  20:30:00,000","  2124900000","-112,6","   6,0","-132,6","-103,7","101",
"8/8/2021  20:30:00,000","  2125000000","-110,4","   4,9","-123,5","-100,2","101",
"8/8/2021  20:30:00,000","  2125100000","-101,3","   6,3","-119,5"," -90,8","101",
"8/8/2021  20:30:00,000","  2125200000"," -92,9","   6,8","-113,5"," -79,3","101",
"8/8/2021  20:30:00,000","  2125300000"," -87,5","   7,3","-112,9"," -72,5","101",
"8/8/2021  20:30:00,000","  2125400000"," -84,3","   6,8"," -98,8"," -69,2","101",
"8/8/2021  20:30:00,000","  2125500000"," -82,3","   7,0","-116,2"," -69,7","101",
"8/8/2021  20:30:00,000","  2125600000"," -81,5","   6,7","-109,8"," -67,2","101",
"8/8/2021  20:30:00,000","  2125700000"," -80,4","   6,8","-106,7"," -68,6","101",
"8/8/2021  20:30:00,000","  2125800000"," -79,3","   5,6"," -90,2"," -65,7","101",
"8/8/2021  20:30:00,000","  2125900000"," -79,4","   5,7"," -99,7"," -67,3","101",
"8/8/2021  20:30:00,000","  2126000000"," -80,0","   6,5"," -98,3"," -67,1","101",
"8/8/2021  20:30:00,000","  2126100000"," -79,5","   6,4"," -99,4"," -65,5","101",
"8/8/2021  20:30:00,000","  2126200000"," -79,5","   6,6","-101,0"," -67,3","101",
"8/8/2021  20:30:00,000","  2126300000"," -79,0","   6,5","-104,2"," -66,1","101",
"8/8/2021  20:30:00,000","  2126400000"," -79,9","   7,3","-104,7"," -65,5","101",
"8/8/2021  20:30:00,000","  2126500000"," -80,9","   7,4"," -97,9"," -64,7","101",
"8/8/2021  20:30:00,000","  2126600000"," -80,2","   6,9","-101,6"," -66,1","101",
"8/8/2021  20:30:00,000","  2126700000"," -80,3","   6,8","-103,0"," -65,0","101",
"8/8/2021  20:30:00,000","  2126800000"," -81,6","   8,5","-113,9"," -66,4","101",
"8/8/2021  20:30:00,000","  2126900000"," -80,2","   6,4"," -97,4"," -68,8","101",
"8/8/2021  20:30:00,000","  2127000000"," -80,1","   6,1"," -98,4"," -66,4","101",
"8/8/2021  20:30:00,000","  2127100000"," -80,1","   6,8","-102,6"," -64,1","101",
"8/8/2021  20:30:00,000","  2127200000"," -79,4","   6,9","-106,2"," -62,9","101",
"8/8/2021  20:30:00,000","  2127300000"," -79,5","   8,4","-108,8"," -60,8","101",
"8/8/2021  20:30:00,000","  2127400000"," -79,2","   7,0","-101,3"," -63,2","101",
"8/8/2021  20:30:00,000","  2127500000"," -79,4","   6,7"," -98,2"," -65,9","101",
"8/8/2021  20:30:00,000","  2127600000"," -80,3","   7,5","-100,7"," -66,7","101",
"8/8/2021  20:30:00,000","  2127700000"," -79,2","   6,5"," -98,2"," -67,1","101",
"8/8/2021  20:30:00,000","  2127800000"," -79,4","   6,8"," -99,4"," -66,8","101",
"8/8/2021  20:30:00,000","  2127900000"," -79,1","   6,1"," -96,1"," -67,9","101",
"8/8/2021  20:30:00,000","  2128000000"," -79,8","   6,6"," -97,4"," -66,4","101",
"8/8/2021  20:30:00,000","  2128100000"," -79,7","   6,8","-103,3"," -65,0","101",
"8/8/2021  20:30:00,000","  2128200000"," -79,4","   6,3"," -97,2"," -65,9","101",
"8/8/2021  20:30:00,000","  2128300000"," -79,6","   7,1","-104,2"," -63,4","101",
"8/8/2021  20:30:00,000","  2128400000"," -79,3","   7,0","-101,3"," -64,2","101",
"8/8/2021  20:30:00,000","  2128500000"," -79,1","   7,3","-100,6"," -67,5","101",
"8/8/2021  20:30:00,000","  2128600000"," -79,4","   6,3"," -97,5"," -67,4","101",
"8/8/2021  20:30:00,000","  2128700000"," -80,3","   7,1","-107,6"," -67,4","101",
"8/8/2021  20:30:00,000","  2128800000"," -80,9","   7,7","-111,6"," -67,5","101",
"8/8/2021  20:30:00,000","  2128900000"," -80,9","   7,1","-105,0"," -67,5","101",
"8/8/2021  20:30:00,000","  2129000000"," -80,2","   7,1"," -96,1"," -68,7","101",
"8/8/2021  20:30:00,000","  2129100000"," -80,7","   6,7"," -97,3"," -67,1","101",
"8/8/2021  20:30:00,000","  2129200000"," -81,4","   6,9"," -99,2"," -66,1","101",
"8/8/2021  20:30:00,000","  2129300000"," -82,5","   6,6"," -97,9"," -67,5","101",
"8/8/2021  20:30:00,000","  2129400000"," -84,2","   6,8","-108,7"," -71,6","101",
"8/8/2021  20:30:00,000","  2129500000"," -87,8","   6,8","-106,7"," -73,3","101",
"8/8/2021  20:30:00,000","  2129600000"," -92,5","   5,4","-104,9"," -81,1","101",
"8/8/2021  20:30:00,000","  2129700000","-101,4","   6,2","-121,5"," -89,9","101",
"8/8/2021  20:30:00,000","  2129800000","-110,6","   5,6","-127,2","-102,1","101",
"8/8/2021  20:30:00,000","  2129900000","-114,0","   6,0","-136,2","-104,5","101",
"8/8/2021  20:30:00,000","  2130000000","-114,0","   5,7","-132,3","-104,1","101",
"8/8/2021  20:30:00,000","  2130100000","-113,8","   6,6","-145,3","-103,1","101",
"8/8/2021  20:30:00,000","  2130200000","-111,3","   6,2","-135,0"," -98,4","101",
"8/8/2021  20:30:00,000","  2130300000","-101,1","   7,1","-124,9"," -86,2","101",
"8/8/2021  20:30:00,000","  2130400000"," -92,0","   7,1","-111,7"," -78,3","101",
"8/8/2021  20:30:00,000","  2130500000"," -87,9","   8,0","-118,6"," -72,7","101",
"8/8/2021  20:30:00,000","  2130600000"," -84,3","   6,9","-106,4"," -68,8","101",
"8/8/2021  20:30:00,000","  2130700000"," -82,4","   7,4","-101,2"," -67,5","101",
"8/8/2021  20:30:00,000","  2130800000"," -81,0","   7,9","-101,0"," -65,9","101",
"8/8/2021  20:30:00,000","  2130900000"," -79,3","   7,2"," -98,1"," -64,7","101",
"8/8/2021  20:30:00,000","  2131000000"," -79,1","   7,0","-101,4"," -64,1","101",
"8/8/2021  20:30:00,000","  2131100000"," -79,6","   6,9","-103,8"," -65,9","101",
"8/8/2021  20:30:00,000","  2131200000"," -78,8","   6,5","-104,1"," -64,3","101",
"8/8/2021  20:30:00,000","  2131300000"," -78,8","   7,0","-105,1"," -66,0","101",
"8/8/2021  20:30:00,000","  2131400000"," -80,0","   8,3","-101,0"," -65,8","101",
"8/8/2021  20:30:00,000","  2131500000"," -79,8","   7,7","-105,0"," -66,0","101",
"8/8/2021  20:30:00,000","  2131600000"," -79,5","   7,3","-100,7"," -67,4","101",
"8/8/2021  20:30:00,000","  2131700000"," -79,5","   7,3","-102,1"," -64,5","101",
"8/8/2021  20:30:00,000","  2131800000"," -79,8","   8,7","-106,5"," -64,1","101",
"8/8/2021  20:30:00,000","  2131900000"," -79,2","   7,8"," -96,7"," -64,8","101",
"8/8/2021  20:30:00,000","  2132000000"," -79,1","   8,0","-104,7"," -66,7","101",
"8/8/2021  20:30:00,000","  2132100000"," -79,7","   8,0"," -98,7"," -65,2","101",
"8/8/2021  20:30:00,000","  2132200000"," -79,2","   6,8","-107,3"," -65,5","101",
"8/8/2021  20:30:00,000","  2132300000"," -79,7","   6,6","-102,9"," -65,5","101",
"8/8/2021  20:30:00,000","  2132400000"," -80,1","   8,0","-103,5"," -62,2","101",
"8/8/2021  20:30:00,000","  2132500000"," -79,8","   7,5"," -99,1"," -61,9","101",
"8/8/2021  20:30:00,000","  2132600000"," -80,8","   8,0","-104,2"," -66,3","101",
"8/8/2021  20:30:00,000","  2132700000"," -79,6","   7,8","-107,1"," -65,2","101",
"8/8/2021  20:30:00,000","  2132800000"," -78,4","   6,5"," -96,4"," -64,8","101",
"8/8/2021  20:30:00,000","  2132900000"," -78,6","   6,9"," -97,6"," -65,2","101",
"8/8/2021  20:30:00,000","  2133000000"," -77,8","   7,3","-104,9"," -64,7","101",
"8/8/2021  20:30:00,000","  2133100000"," -78,2","   7,4"," -99,6"," -64,7","101",
"8/8/2021  20:30:00,000","  2133200000"," -79,1","   8,4","-105,0"," -62,4","101",
"8/8/2021  20:30:00,000","  2133300000"," -77,9","   8,0","-101,0"," -62,1","101",
"8/8/2021  20:30:00,000","  2133400000"," -78,3","   7,9"," -96,4"," -61,0","101",
"8/8/2021  20:30:00,000","  2133500000"," -78,4","   7,5","-101,4"," -62,9","101",
"8/8/2021  20:30:00,000","  2133600000"," -78,4","   7,7","-101,0"," -64,3","101",
"8/8/2021  20:30:00,000","  2133700000"," -78,1","   7,5","-106,8"," -63,9","101",
"8/8/2021  20:30:00,000","  2133800000"," -78,0","   7,0","-100,7"," -63,6","101",
"8/8/2021  20:30:00,000","  2133900000"," -78,7","   7,6","-102,7"," -64,4","101",
"8/8/2021  20:30:00,000","  2134000000"," -79,2","   9,2","-123,6"," -62,9","101",
